{'weights': [0.05, 0.1, 0.85], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 108812.92016806721, 'shape_smoothness': 69.96278981438871, 'edge_consistency': 426605.3000372757, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8908009079588165, 'intensity_variance_error': 0.7339871175361115, 'peak_intensity_consistency': 12.925481772731994, 'ge_normalized': 0.5244413076639393, 'ge': 240817.69531977177, 'spatial_spread_error': 13.251963356517534, 'gap_error': 0.874228652336494}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 15785.398556998558, 'shape_smoothness': 164.65021225911022, 'edge_consistency': 426483.5843364547, 'edge_intensity_error': 0.7072146607878963, 'intensity_gradient_error': 0.9335250259484124, 'intensity_variance_error': 0.6667447008466753, 'peak_intensity_consistency': 15.574800631624518, 'ge_normalized': 0.9074125784993238, 'ge': 124923.94527755985, 'spatial_spread_error': 12.446189192226443, 'gap_error': 0.8638091105613802}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16428.78972763348, 'shape_smoothness': 45.77408278264692, 'edge_consistency': 426601.51457677264, 'edge_intensity_error': 0.36560904669004163, 'intensity_gradient_error': 0.8153743138066517, 'intensity_variance_error': 0.7125834531589024, 'peak_intensity_consistency': 7.089032174054327, 'ge_normalized': 0.6807970982136401, 'ge': 151771.69800326438, 'spatial_spread_error': 10.548070756854008, 'gap_error': 0.8810862349286414}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 120097.08753956355, 'shape_smoothness': 30.002400216734447, 'edge_consistency': 139890.31404973846, 'edge_intensity_error': 0.17000642055665574, 'intensity_gradient_error': 1.0700427248736546, 'intensity_variance_error': 0.8176186002236555, 'peak_intensity_consistency': 13.265452882124578, 'ge_normalized': 0.5178111993815867, 'ge': 280290.8756312803, 'spatial_spread_error': 13.443094533555039, 'gap_error': 0.8886988365085987}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 59847.754248366015, 'shape_smoothness': 99.8284169049582, 'edge_consistency': 425965.12379647326, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8265703088874828, 'intensity_variance_error': 0.6168652459941869, 'peak_intensity_consistency': 16.583658300808004, 'ge_normalized': 0.5362922870979708, 'ge': 229260.13994167183, 'spatial_spread_error': 13.583594919996491, 'gap_error': 0.8972990852114267}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 59838.404103535344, 'shape_smoothness': 87.73373464387669, 'edge_consistency': 425715.25564744463, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8631338250474233, 'intensity_variance_error': 0.6633997568720956, 'peak_intensity_consistency': 12.063564748559571, 'ge_normalized': 0.6055376263679589, 'ge': 177956.3124107078, 'spatial_spread_error': 12.288753818984063, 'gap_error': 0.8894623283988358}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 68283.0238095238, 'shape_smoothness': 132.36215963943462, 'edge_consistency': 426190.08793073724, 'edge_intensity_error': 0.8429471593759298, 'intensity_gradient_error': 0.8908603305660044, 'intensity_variance_error': 0.7337291872231851, 'peak_intensity_consistency': 18.549858878290078, 'ge_normalized': 0.5668359153682226, 'ge': 202811.79665904815, 'spatial_spread_error': 13.603015309113886, 'gap_error': 0.8917351278806591}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 68593.26610644256, 'shape_smoothness': 80.81811668519843, 'edge_consistency': 425552.1779058052, 'edge_intensity_error': 0.19463453388696927, 'intensity_gradient_error': 0.8275929556590561, 'intensity_variance_error': 0.6598415750015295, 'peak_intensity_consistency': 17.003343307690244, 'ge_normalized': 0.5262813050151743, 'ge': 225888.35110532338, 'spatial_spread_error': 13.60752980135034, 'gap_error': 0.8901012616045296}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 88516.10224089636, 'shape_smoothness': 62.44086420336698, 'edge_consistency': 426650.11777794623, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9460724781633485, 'intensity_variance_error': 0.7357437235944303, 'peak_intensity_consistency': 12.436923026962182, 'ge_normalized': 0.5240247531909915, 'ge': 235167.2331162553, 'spatial_spread_error': 13.290510009164777, 'gap_error': 0.8597426742705315}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 40845.89512138188, 'shape_smoothness': 95.22052107863739, 'edge_consistency': 425848.2638727574, 'edge_intensity_error': 0.38597109320216477, 'intensity_gradient_error': 1.0197287038909757, 'intensity_variance_error': 0.691812607823039, 'peak_intensity_consistency': 13.98925286165766, 'ge_normalized': 0.7243310243999234, 'ge': 176849.90160807455, 'spatial_spread_error': 12.187757672184949, 'gap_error': 0.852359038221628}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 11510.542124542126, 'shape_smoothness': 60.07594653901874, 'edge_consistency': 426572.1155692477, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.1183130312736578, 'intensity_variance_error': 0.9043816101459878, 'peak_intensity_consistency': 6.296920131017425, 'ge_normalized': 0.5745869194463229, 'ge': 177217.87063319306, 'spatial_spread_error': 12.097393819219292, 'gap_error': 0.8226440803782173}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 100553.06100217864, 'shape_smoothness': 70.15196317872136, 'edge_consistency': 426553.8411662171, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0485570538284588, 'intensity_variance_error': 0.7660437141940221, 'peak_intensity_consistency': 11.996987086386426, 'ge_normalized': 0.5244396196039994, 'ge': 238227.3453965258, 'spatial_spread_error': 13.54117830105163, 'gap_error': 0.845940975643222}
{'weights': [0.7500000000000001, 0.15000000000000002, 0.09999999999999987], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 86867.71571428572, 'shape_smoothness': 196.0902746915646, 'edge_consistency': 426410.0774955857, 'edge_intensity_error': 0.17157650691596316, 'intensity_gradient_error': 1.1437670142053544, 'intensity_variance_error': 0.5173632579297301, 'peak_intensity_consistency': 19.288709173348767, 'ge_normalized': 0.4963142558365134, 'ge': 195105.52674096928, 'spatial_spread_error': 14.767151072950702, 'gap_error': 0.9179827996570197}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30704.653034547155, 'shape_smoothness': 53.8236022497876, 'edge_consistency': 426670.90372852207, 'edge_intensity_error': 0.49894552506866824, 'intensity_gradient_error': 0.8329666398463793, 'intensity_variance_error': 0.6808936229471917, 'peak_intensity_consistency': 9.971823357017298, 'ge_normalized': 0.690446956286822, 'ge': 156233.0680901997, 'spatial_spread_error': 10.268703804944222, 'gap_error': 0.8769305318805679}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 76327.38560405643, 'shape_smoothness': 154.74078836653777, 'edge_consistency': 426731.42915325816, 'edge_intensity_error': 0.3485663178681671, 'intensity_gradient_error': 0.9078670517214916, 'intensity_variance_error': 0.5705515183706898, 'peak_intensity_consistency': 19.32904424145762, 'ge_normalized': 0.5182939827504451, 'ge': 200031.2634634906, 'spatial_spread_error': 14.595766822294017, 'gap_error': 0.9059628914607609}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 61418.37385620915, 'shape_smoothness': 83.29105290476586, 'edge_consistency': 425558.1065884924, 'edge_intensity_error': 0.18586217714938416, 'intensity_gradient_error': 0.8199647001807137, 'intensity_variance_error': 0.6355577531249219, 'peak_intensity_consistency': 16.497239175932354, 'ge_normalized': 0.5261884374116655, 'ge': 228008.83724085253, 'spatial_spread_error': 13.623354764269685, 'gap_error': 0.8889916105298382}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12919.269467787117, 'shape_smoothness': 72.79122708673101, 'edge_consistency': 426709.42428528966, 'edge_intensity_error': 0.4734149305443753, 'intensity_gradient_error': 0.9487742476243266, 'intensity_variance_error': 0.752706877527156, 'peak_intensity_consistency': 13.552674913838281, 'ge_normalized': 0.6781720602661605, 'ge': 159333.23966368163, 'spatial_spread_error': 11.402111220196254, 'gap_error': 0.8328675297568173}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 11239.136350574714, 'shape_smoothness': 36.354864683141294, 'edge_consistency': 426388.03853932983, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.843540742420498, 'intensity_variance_error': 0.7888330165242246, 'peak_intensity_consistency': 7.5299451653878, 'ge_normalized': 0.6519876598460842, 'ge': 156474.81352004915, 'spatial_spread_error': 11.179942485724837, 'gap_error': 0.8819984692430093}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 35924.89603174603, 'shape_smoothness': 101.49661350881401, 'edge_consistency': 426073.2827257067, 'edge_intensity_error': 0.2964479285505519, 'intensity_gradient_error': 0.9122031606662325, 'intensity_variance_error': 0.7763403400989085, 'peak_intensity_consistency': 14.566406049016486, 'ge_normalized': 0.5620507833298293, 'ge': 210306.33881099953, 'spatial_spread_error': 12.83510136347784, 'gap_error': 0.9040879119497234}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 101625.34488017428, 'shape_smoothness': 189.91486238103593, 'edge_consistency': 426734.89219685335, 'edge_intensity_error': 0.44637605165321514, 'intensity_gradient_error': 0.962686101064436, 'intensity_variance_error': 0.5147292589361724, 'peak_intensity_consistency': 18.45640345666455, 'ge_normalized': 0.5042724099382948, 'ge': 223146.33012321615, 'spatial_spread_error': 14.651842418809153, 'gap_error': 0.9115800648218921}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 92860.60348583879, 'shape_smoothness': 94.28868973814542, 'edge_consistency': 425971.0859642103, 'edge_intensity_error': 0.21479003445190248, 'intensity_gradient_error': 0.8435958659928809, 'intensity_variance_error': 0.6706527682746936, 'peak_intensity_consistency': 18.123533264076936, 'ge_normalized': 0.5663741886030212, 'ge': 213253.55297350828, 'spatial_spread_error': 12.679713792185813, 'gap_error': 0.8811123398105969}
{'weights': [0.7500000000000001, 0.2, 0.04999999999999988], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 29798.425146832928, 'shape_smoothness': 45.440602912848334, 'edge_consistency': 426250.69738420215, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8890162639650138, 'intensity_variance_error': 0.6895102817395579, 'peak_intensity_consistency': 8.326815203174213, 'ge_normalized': 0.6698856205951514, 'ge': 148752.55492720346, 'spatial_spread_error': 10.00178292005788, 'gap_error': 0.8502853244714504}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16211.752380952383, 'shape_smoothness': 73.93193795014689, 'edge_consistency': 1090592.9664626855, 'edge_intensity_error': 0.2055074776502559, 'intensity_gradient_error': 0.9115192315462327, 'intensity_variance_error': 0.6950700944182575, 'peak_intensity_consistency': 14.774813816232884, 'ge_normalized': 0.5979994421846045, 'ge': 195461.67117470305, 'spatial_spread_error': 12.424955081742901, 'gap_error': 0.8594188687110962}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 95610.34058371735, 'shape_smoothness': 36.75973517868519, 'edge_consistency': 426875.5811316343, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9142221382039458, 'intensity_variance_error': 0.737153964709849, 'peak_intensity_consistency': 13.548663372888873, 'ge_normalized': 0.5108033587480533, 'ge': 266809.9800902869, 'spatial_spread_error': 12.027759887782304, 'gap_error': 0.8801196688206492}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16561.233333333334, 'shape_smoothness': 73.92456648871021, 'edge_consistency': 426766.387383871, 'edge_intensity_error': 0.35538097170676397, 'intensity_gradient_error': 0.9411756763615896, 'intensity_variance_error': 0.7005455775178948, 'peak_intensity_consistency': 15.512399384913167, 'ge_normalized': 0.6382860275557214, 'ge': 178374.65721194458, 'spatial_spread_error': 12.108586425775052, 'gap_error': 0.8617972032332041}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 22823.490476190476, 'shape_smoothness': 83.66676156581397, 'edge_consistency': 426403.5812762102, 'edge_intensity_error': 0.09329502131255, 'intensity_gradient_error': 1.136121733345407, 'intensity_variance_error': 0.6972229735208564, 'peak_intensity_consistency': 11.792002705501083, 'ge_normalized': 0.441282219089503, 'ge': 243101.39473625188, 'spatial_spread_error': 13.991907565600101, 'gap_error': 0.856342222172557}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 111091.61393906223, 'shape_smoothness': 109.54695821900572, 'edge_consistency': 426831.84214682545, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8418178959575613, 'intensity_variance_error': 0.7558297789274689, 'peak_intensity_consistency': 17.688473092036116, 'ge_normalized': 0.5193321397626259, 'ge': 238456.03589790198, 'spatial_spread_error': 13.804206226669782, 'gap_error': 0.8952199603576491}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 35295.68011204482, 'shape_smoothness': 47.39845555553617, 'edge_consistency': 426430.1989220656, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.810999624123902, 'intensity_variance_error': 0.6866078996707522, 'peak_intensity_consistency': 8.4028120242924, 'ge_normalized': 0.7454262522247709, 'ge': 147005.2887830448, 'spatial_spread_error': 9.864236045599965, 'gap_error': 0.870499722569246}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12532.945454545452, 'shape_smoothness': 67.80402344123412, 'edge_consistency': 426492.0458725468, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.13350754118703, 'intensity_variance_error': 0.7770609135941952, 'peak_intensity_consistency': 8.169278052361479, 'ge_normalized': 0.5441922091519341, 'ge': 192736.60191582274, 'spatial_spread_error': 12.276927827904352, 'gap_error': 0.8626321421750309}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 105434.78344312693, 'shape_smoothness': 31.72323653436025, 'edge_consistency': 139839.16634093583, 'edge_intensity_error': 0.13260109585250657, 'intensity_gradient_error': 1.0747586982069068, 'intensity_variance_error': 0.8315159920147535, 'peak_intensity_consistency': 13.344215197260821, 'ge_normalized': 0.5145288275452141, 'ge': 271492.0378834457, 'spatial_spread_error': 13.155817307858406, 'gap_error': 0.8851174551292882}
{'weights': [0.8000000000000002, 0.05, 0.14999999999999986], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16651.06114718615, 'shape_smoothness': 45.18367390888494, 'edge_consistency': 426327.3399109275, 'edge_intensity_error': 0.8943329460156194, 'intensity_gradient_error': 1.0735122873324974, 'intensity_variance_error': 0.7986360007763672, 'peak_intensity_consistency': 16.49787614961979, 'ge_normalized': 0.6625282433257546, 'ge': 176902.79292161445, 'spatial_spread_error': 12.112022267896945, 'gap_error': 0.8807458466009477}
{'weights': [0.8000000000000002, 0.1, 0.09999999999999984], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16204.22857142857, 'shape_smoothness': 73.63774050317159, 'edge_consistency': 1090592.966560486, 'edge_intensity_error': 0.20544298140513284, 'intensity_gradient_error': 0.9127238661973301, 'intensity_variance_error': 0.6953345784929804, 'peak_intensity_consistency': 14.768776617961494, 'ge_normalized': 0.5979983890774471, 'ge': 195435.4888897503, 'spatial_spread_error': 12.431593969282792, 'gap_error': 0.8596539804095166}
{'weights': [0.8000000000000002, 0.1, 0.09999999999999984], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 15419.310245310247, 'shape_smoothness': 40.46200164773044, 'edge_consistency': 426505.2675895596, 'edge_intensity_error': 0.6713606879994881, 'intensity_gradient_error': 0.9739279518188718, 'intensity_variance_error': 0.8101057271625676, 'peak_intensity_consistency': 7.542499961050349, 'ge_normalized': 0.6074738163610007, 'ge': 166451.68747900397, 'spatial_spread_error': 11.592848243740997, 'gap_error': 0.8680143594814808}
